timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1692343891262,905,RDC_CreateRequest,000,OK,bzm - Concurrency Thread Group-ThreadStarter 1-2,text,true,,536,619,8,8,null,0,0,0
1692343892212,1129,RDC_CreateRequest,000,OK,bzm - Concurrency Thread Group-ThreadStarter 1-8,text,true,,536,619,8,8,null,0,0,0
1692343893224,481,RDC_CreateRequest,000,OK,bzm - Concurrency Thread Group-ThreadStarter 1-2,text,true,,536,619,8,8,null,0,0,0
1692343893389,409,RDC_CreateRequest,000,OK,bzm - Concurrency Thread Group-ThreadStarter 1-6,text,true,,536,619,8,8,null,0,0,0
1692343893534,403,RDC_CreateRequest,000,OK,bzm - Concurrency Thread Group-ThreadStarter 1-3,text,true,,536,619,8,8,null,0,0,0
1692343894179,373,RDC_CreateRequest,000,OK,bzm - Concurrency Thread Group-ThreadStarter 1-7,text,true,,536,619,8,8,null,0,0,0
1692343894712,378,RDC_CreateRequest,000,OK,bzm - Concurrency Thread Group-ThreadStarter 1-4,text,true,,536,619,8,8,null,0,0,0
1692343895285,372,RDC_CreateRequest,000,OK,bzm - Concurrency Thread Group-ThreadStarter 1-5,text,true,,536,619,8,8,null,0,0,0
1692343896111,299,RDC_CreateRequest,000,OK,bzm - Concurrency Thread Group-ThreadStarter 1-6,text,true,,536,619,8,8,null,0,0,0
1692343897110,342,RDC_CreateRequest,000,OK,bzm - Concurrency Thread Group-ThreadStarter 1-2,text,true,,536,619,8,8,null,0,0,0
1692343897742,390,RDC_CreateRequest,000,OK,bzm - Concurrency Thread Group-ThreadStarter 1-1,text,true,,536,619,8,8,null,0,0,0
1692343897836,373,RDC_CreateRequest,000,OK,bzm - Concurrency Thread Group-ThreadStarter 1-8,text,true,,536,619,8,8,null,0,0,0
1692343898578,306,RDC_CreateRequest,000,OK,bzm - Concurrency Thread Group-ThreadStarter 1-7,text,true,,536,619,8,8,null,0,0,0
1692343899330,437,RDC_CreateRequest,000,OK,bzm - Concurrency Thread Group-ThreadStarter 1-5,text,true,,536,619,8,8,null,0,0,0
1692343899297,476,RDC_CreateRequest,000,OK,bzm - Concurrency Thread Group-ThreadStarter 1-1,text,true,,536,619,8,8,null,0,0,0
1692343899586,435,RDC_CreateRequest,000,OK,bzm - Concurrency Thread Group-ThreadStarter 1-3,text,true,,536,619,8,8,null,0,0,0
1692343899589,495,RDC_CreateRequest,000,OK,bzm - Concurrency Thread Group-ThreadStarter 1-4,text,true,,536,619,8,8,null,0,0,0
1692343899766,378,RDC_CreateRequest,000,OK,bzm - Concurrency Thread Group-ThreadStarter 1-8,text,true,,536,619,8,8,null,0,0,0
1692343900922,338,RDC_CreateRequest,000,OK,bzm - Concurrency Thread Group-ThreadStarter 1-7,text,true,,536,619,8,8,null,0,0,0
1692343901578,330,RDC_CreateRequest,000,OK,bzm - Concurrency Thread Group-ThreadStarter 1-4,text,true,,536,619,8,8,null,0,0,0
1692343901610,354,RDC_CreateRequest,000,OK,bzm - Concurrency Thread Group-ThreadStarter 1-2,text,true,,536,619,8,8,null,0,0,0
